1st harmonic(V)503007	2nd harmonic(V)503007	Bex(Oe)503007	
-1.716010E-1	1.216420E-3	4.528775E+4
-1.716010E-1	1.216660E-3	4.522781E+4
-1.716010E-1	1.216900E-3	4.516792E+4
-1.716010E-1	1.217370E-3	4.508812E+4
-1.716010E-1	1.218090E-3	4.504813E+4
-1.716010E-1	1.218330E-3	4.496817E+4
-1.716010E-1	1.218560E-3	4.492827E+4
-1.716010E-1	1.218800E-3	4.486838E+4
-1.716010E-1	1.219040E-3	4.480843E+4
-1.716010E-1	1.219280E-3	4.474851E+4
-1.716010E-1	1.219760E-3	4.468859E+4
-1.716010E-1	1.220000E-3	4.462866E+4
-1.716010E-1	1.220230E-3	4.456867E+4
-1.716010E-1	1.220710E-3	4.450867E+4
-1.716010E-1	1.221190E-3	4.444879E+4
-1.716010E-1	1.221430E-3	4.438897E+4
-1.716010E-1	1.221900E-3	4.432901E+4
-1.716010E-1	1.222140E-3	4.426908E+4
-1.716010E-1	1.222380E-3	4.420907E+4
-1.716010E-1	1.222620E-3	4.414894E+4
-1.715940E-1	1.222860E-3	4.408889E+4
-1.715940E-1	1.223330E-3	4.402902E+4
-1.715940E-1	1.223570E-3	4.396907E+4
-1.715940E-1	1.224050E-3	4.390922E+4
-1.715940E-1	1.224050E-3	4.384920E+4
-1.715940E-1	1.224530E-3	4.376926E+4
-1.715860E-1	1.225000E-3	4.372922E+4
-1.715860E-1	1.225240E-3	4.366943E+4
-1.715780E-1	1.225720E-3	4.360944E+4
-1.715710E-1	1.226190E-3	4.354953E+4
-1.715710E-1	1.226430E-3	4.348957E+4
-1.715710E-1	1.226910E-3	4.342973E+4
-1.715630E-1	1.226910E-3	4.336983E+4
-1.715630E-1	1.227390E-3	4.330996E+4
-1.715630E-1	1.227620E-3	4.324998E+4
